CBOW,0,5,0,10,100,1,10000_Trained_on1000000articles,7,2,5.700000000000000000e+01
CBOW,0,5,0,10,100,1,20000_Trained_on1000000articles,5,5,5.700000000000000000e+01
CBOW,0,5,0,10,100,1,30000_Trained_on1000000articles,9,4,5.700000000000000000e+01
CBOW,0,5,0,10,100,1,40000_Trained_on1000000articles,14,8,5.700000000000000000e+01
CBOW,0,5,0,10,100,1,50000_Trained_on1000000articles,19,6,5.700000000000000000e+01
CBOW,0,5,0,10,100,1,70000_Trained_on1000000articles,13,16,5.700000000000000000e+01
CBOW,0,5,0,10,100,1,90000_Trained_on1000000articles,32,11,5.700000000000000000e+01
CBOW,0,5,0,10,100,5,10000_Trained_on1000000articles,3,0,5.700000000000000000e+01
CBOW,0,5,0,10,100,5,50000_Trained_on1000000articles,14,7,5.700000000000000000e+01
CBOW,0,5,0,10,100,5,90000_Trained_on1000000articles,22,13,5.700000000000000000e+01
CBOW,0,5,0,10,100,9,10000_Trained_on1000000articles,3,0,5.700000000000000000e+01
CBOW,0,5,0,10,100,9,50000_Trained_on1000000articles,15,8,5.700000000000000000e+01
CBOW,0,5,0,10,100,9,90000_Trained_on1000000articles,29,5,5.700000000000000000e+01
CBOW,0,5,0,10,150,1,10000_Trained_on1000000articles,4,0,5.700000000000000000e+01
CBOW,0,5,0,10,150,1,50000_Trained_on1000000articles,16,16,5.700000000000000000e+01
CBOW,0,5,0,10,150,1,90000_Trained_on1000000articles,23,12,5.700000000000000000e+01
CBOW,0,5,0,10,200,1,10000_Trained_on1000000articles,7,2,5.700000000000000000e+01
CBOW,0,5,0,10,200,1,50000_Trained_on1000000articles,19,10,5.700000000000000000e+01
CBOW,0,5,0,10,200,1,90000_Trained_on1000000articles,28,11,5.700000000000000000e+01
CBOW,1,15,0,30,100,1,10000_Trained_on1000000articles,10,3,5.700000000000000000e+01
Fast_Text,0,5,0,10,100,1,10000_Trained_on1000000articles,6,1,5.700000000000000000e+01
Fast_Text,0,5,0,10,100,1,20000_Trained_on1000000articles,9,5,5.700000000000000000e+01
Fast_Text,0,5,0,10,100,1,30000_Trained_on1000000articles,11,12,5.700000000000000000e+01
Fast_Text,0,5,0,10,100,1,40000_Trained_on1000000articles,24,8,5.700000000000000000e+01
Fast_Text,0,5,0,10,100,1,50000_Trained_on1000000articles,21,13,5.700000000000000000e+01
Fast_Text,0,5,0,10,100,1,70000_Trained_on1000000articles,21,11,5.700000000000000000e+01
Fast_Text,0,5,0,10,100,1,90000_Trained_on1000000articles,25,14,5.700000000000000000e+01
Fast_Text,0,5,0,10,100,5,10000_Trained_on1000000articles,4,0,5.700000000000000000e+01
Fast_Text,0,5,0,10,100,5,50000_Trained_on1000000articles,18,3,5.700000000000000000e+01
Fast_Text,0,5,0,10,100,5,90000_Trained_on1000000articles,28,7,5.700000000000000000e+01
Fast_Text,0,5,0,10,100,9,10000_Trained_on1000000articles,3,0,5.700000000000000000e+01
Fast_Text,0,5,0,10,100,9,50000_Trained_on1000000articles,14,7,5.700000000000000000e+01
Fast_Text,0,5,0,10,100,9,90000_Trained_on1000000articles,24,11,5.700000000000000000e+01
Fast_Text,0,5,0,10,150,1,10000_Trained_on1000000articles,4,4,5.700000000000000000e+01
Fast_Text,0,5,0,10,150,1,50000_Trained_on1000000articles,26,8,5.700000000000000000e+01
Fast_Text,0,5,0,10,150,1,90000_Trained_on1000000articles,25,11,5.700000000000000000e+01
Fast_Text,0,5,0,10,200,1,10000_Trained_on1000000articles,4,1,5.700000000000000000e+01
Fast_Text,0,5,0,10,200,1,50000_Trained_on1000000articles,16,4,5.700000000000000000e+01
Skip_gram,0,5,0,10,100,1,10000_Trained_on1000000articles,5,0,5.700000000000000000e+01
Skip_gram,0,5,0,10,100,1,20000_Trained_on1000000articles,6,14,5.700000000000000000e+01
Skip_gram,0,5,0,10,100,1,30000_Trained_on1000000articles,11,14,5.700000000000000000e+01
Skip_gram,0,5,0,10,100,1,40000_Trained_on1000000articles,7,21,5.700000000000000000e+01
Skip_gram,0,5,0,10,100,1,50000_Trained_on1000000articles,12,15,5.700000000000000000e+01
Skip_gram,0,5,0,10,100,1,70000_Trained_on1000000articles,7,28,5.700000000000000000e+01
Skip_gram,0,5,0,10,100,1,90000_Trained_on1000000articles,17,22,5.700000000000000000e+01
Skip_gram,0,5,0,10,100,5,10000_Trained_on1000000articles,3,0,5.700000000000000000e+01
Skip_gram,0,5,0,10,100,5,50000_Trained_on1000000articles,12,11,5.700000000000000000e+01
Skip_gram,0,5,0,10,100,5,90000_Trained_on1000000articles,13,20,5.700000000000000000e+01
Skip_gram,0,5,0,10,100,9,10000_Trained_on1000000articles,3,0,5.700000000000000000e+01
Skip_gram,0,5,0,10,100,9,50000_Trained_on1000000articles,10,12,5.700000000000000000e+01
Skip_gram,0,5,0,10,100,9,90000_Trained_on1000000articles,15,20,5.700000000000000000e+01
Skip_gram,0,5,0,10,150,1,10000_Trained_on1000000articles,4,1,5.700000000000000000e+01
Skip_gram,0,5,0,10,150,1,50000_Trained_on1000000articles,12,22,5.700000000000000000e+01
Skip_gram,0,5,0,10,150,1,90000_Trained_on1000000articles,16,22,5.700000000000000000e+01
Skip_gram,0,5,0,10,200,1,10000_Trained_on1000000articles,6,7,5.700000000000000000e+01
Skip_gram,0,5,0,10,200,1,50000_Trained_on1000000articles,17,17,5.700000000000000000e+01
Skip_gram,0,5,0,10,200,1,90000_Trained_on1000000articles,16,29,5.700000000000000000e+01
Skip_gram,1,15,0,30,100,1,10000_Trained_on1000000articles,5,2,5.700000000000000000e+01
