5.000000000000000000e+00,5.000000000000000000e+00,6.810000000000000000e+02,3.659000000000000000e+03
5.000000000000000000e+00,5.000000000000000000e+00,7.870000000000000000e+02,3.553000000000000000e+03
1.000000000000000000e+01,5.000000000000000000e+00,8.250000000000000000e+02,3.515000000000000000e+03
1.000000000000000000e+01,5.000000000000000000e+00,7.180000000000000000e+02,3.622000000000000000e+03
1.500000000000000000e+01,5.000000000000000000e+00,7.140000000000000000e+02,3.626000000000000000e+03
1.500000000000000000e+01,5.000000000000000000e+00,8.790000000000000000e+02,3.461000000000000000e+03
2.000000000000000000e+01,5.000000000000000000e+00,9.480000000000000000e+02,3.392000000000000000e+03
2.000000000000000000e+01,5.000000000000000000e+00,1.008000000000000000e+03,3.332000000000000000e+03
2.500000000000000000e+01,5.000000000000000000e+00,9.690000000000000000e+02,3.371000000000000000e+03
2.500000000000000000e+01,5.000000000000000000e+00,9.450000000000000000e+02,3.395000000000000000e+03
5.000000000000000000e+00,8.000000000000000000e+00,3.980000000000000000e+02,3.942000000000000000e+03
5.000000000000000000e+00,8.000000000000000000e+00,7.110000000000000000e+02,3.629000000000000000e+03
6.000000000000000000e+00,8.000000000000000000e+00,8.430000000000000000e+02,3.497000000000000000e+03
6.000000000000000000e+00,8.000000000000000000e+00,4.150000000000000000e+02,3.925000000000000000e+03
7.000000000000000000e+00,8.000000000000000000e+00,9.140000000000000000e+02,3.426000000000000000e+03
7.000000000000000000e+00,8.000000000000000000e+00,7.840000000000000000e+02,3.556000000000000000e+03
8.000000000000000000e+00,8.000000000000000000e+00,9.240000000000000000e+02,3.416000000000000000e+03
8.000000000000000000e+00,8.000000000000000000e+00,7.890000000000000000e+02,3.551000000000000000e+03
9.000000000000000000e+00,8.000000000000000000e+00,7.020000000000000000e+02,3.638000000000000000e+03
9.000000000000000000e+00,8.000000000000000000e+00,7.630000000000000000e+02,3.577000000000000000e+03
1.000000000000000000e+01,8.000000000000000000e+00,6.950000000000000000e+02,3.645000000000000000e+03
1.000000000000000000e+01,8.000000000000000000e+00,6.820000000000000000e+02,3.658000000000000000e+03
1.100000000000000000e+01,8.000000000000000000e+00,7.020000000000000000e+02,3.638000000000000000e+03
1.100000000000000000e+01,8.000000000000000000e+00,7.350000000000000000e+02,3.605000000000000000e+03
1.200000000000000000e+01,8.000000000000000000e+00,6.830000000000000000e+02,3.657000000000000000e+03
1.200000000000000000e+01,8.000000000000000000e+00,7.590000000000000000e+02,3.581000000000000000e+03
1.300000000000000000e+01,8.000000000000000000e+00,1.013000000000000000e+03,3.327000000000000000e+03
1.300000000000000000e+01,8.000000000000000000e+00,9.040000000000000000e+02,3.436000000000000000e+03
1.400000000000000000e+01,8.000000000000000000e+00,9.510000000000000000e+02,3.389000000000000000e+03
1.400000000000000000e+01,8.000000000000000000e+00,9.920000000000000000e+02,3.348000000000000000e+03
1.500000000000000000e+01,8.000000000000000000e+00,8.030000000000000000e+02,3.537000000000000000e+03
1.500000000000000000e+01,8.000000000000000000e+00,9.620000000000000000e+02,3.378000000000000000e+03
1.600000000000000000e+01,8.000000000000000000e+00,9.280000000000000000e+02,3.412000000000000000e+03
1.600000000000000000e+01,8.000000000000000000e+00,9.500000000000000000e+02,3.390000000000000000e+03
1.700000000000000000e+01,8.000000000000000000e+00,9.410000000000000000e+02,3.399000000000000000e+03
1.700000000000000000e+01,8.000000000000000000e+00,8.310000000000000000e+02,3.509000000000000000e+03
1.800000000000000000e+01,8.000000000000000000e+00,8.940000000000000000e+02,3.446000000000000000e+03
1.800000000000000000e+01,8.000000000000000000e+00,9.260000000000000000e+02,3.414000000000000000e+03
1.900000000000000000e+01,8.000000000000000000e+00,8.320000000000000000e+02,3.508000000000000000e+03
1.900000000000000000e+01,8.000000000000000000e+00,8.770000000000000000e+02,3.463000000000000000e+03
2.000000000000000000e+01,8.000000000000000000e+00,8.060000000000000000e+02,3.534000000000000000e+03
2.000000000000000000e+01,8.000000000000000000e+00,1.014000000000000000e+03,3.326000000000000000e+03
2.100000000000000000e+01,8.000000000000000000e+00,1.005000000000000000e+03,3.335000000000000000e+03
2.100000000000000000e+01,8.000000000000000000e+00,9.730000000000000000e+02,3.367000000000000000e+03
2.200000000000000000e+01,8.000000000000000000e+00,9.490000000000000000e+02,3.391000000000000000e+03
2.200000000000000000e+01,8.000000000000000000e+00,9.990000000000000000e+02,3.341000000000000000e+03
2.300000000000000000e+01,8.000000000000000000e+00,8.790000000000000000e+02,3.461000000000000000e+03
2.300000000000000000e+01,8.000000000000000000e+00,9.990000000000000000e+02,3.341000000000000000e+03
2.400000000000000000e+01,8.000000000000000000e+00,8.510000000000000000e+02,3.489000000000000000e+03
2.400000000000000000e+01,8.000000000000000000e+00,9.770000000000000000e+02,3.363000000000000000e+03
2.500000000000000000e+01,8.000000000000000000e+00,9.580000000000000000e+02,3.382000000000000000e+03
2.500000000000000000e+01,8.000000000000000000e+00,8.860000000000000000e+02,3.454000000000000000e+03
2.600000000000000000e+01,8.000000000000000000e+00,1.008000000000000000e+03,3.332000000000000000e+03
2.600000000000000000e+01,8.000000000000000000e+00,9.480000000000000000e+02,3.392000000000000000e+03
2.700000000000000000e+01,8.000000000000000000e+00,9.980000000000000000e+02,3.342000000000000000e+03
2.700000000000000000e+01,8.000000000000000000e+00,9.790000000000000000e+02,3.361000000000000000e+03
2.800000000000000000e+01,8.000000000000000000e+00,9.900000000000000000e+02,3.350000000000000000e+03
2.800000000000000000e+01,8.000000000000000000e+00,1.007000000000000000e+03,3.333000000000000000e+03
2.900000000000000000e+01,8.000000000000000000e+00,1.062000000000000000e+03,3.278000000000000000e+03
2.900000000000000000e+01,8.000000000000000000e+00,1.020000000000000000e+03,3.320000000000000000e+03
3.000000000000000000e+01,8.000000000000000000e+00,1.038000000000000000e+03,3.302000000000000000e+03
3.000000000000000000e+01,8.000000000000000000e+00,9.860000000000000000e+02,3.354000000000000000e+03
3.100000000000000000e+01,8.000000000000000000e+00,9.440000000000000000e+02,3.396000000000000000e+03
3.100000000000000000e+01,8.000000000000000000e+00,9.270000000000000000e+02,3.413000000000000000e+03
3.200000000000000000e+01,8.000000000000000000e+00,1.055000000000000000e+03,3.285000000000000000e+03
3.200000000000000000e+01,8.000000000000000000e+00,8.500000000000000000e+02,3.490000000000000000e+03
3.300000000000000000e+01,8.000000000000000000e+00,1.014000000000000000e+03,3.326000000000000000e+03
3.300000000000000000e+01,8.000000000000000000e+00,9.810000000000000000e+02,3.359000000000000000e+03
3.400000000000000000e+01,8.000000000000000000e+00,9.050000000000000000e+02,3.435000000000000000e+03
3.400000000000000000e+01,8.000000000000000000e+00,9.820000000000000000e+02,3.358000000000000000e+03
3.500000000000000000e+01,8.000000000000000000e+00,1.018000000000000000e+03,3.322000000000000000e+03
3.500000000000000000e+01,8.000000000000000000e+00,1.022000000000000000e+03,3.318000000000000000e+03
3.600000000000000000e+01,8.000000000000000000e+00,1.017000000000000000e+03,3.323000000000000000e+03
3.600000000000000000e+01,8.000000000000000000e+00,1.073000000000000000e+03,3.267000000000000000e+03
3.700000000000000000e+01,8.000000000000000000e+00,9.710000000000000000e+02,3.369000000000000000e+03
3.700000000000000000e+01,8.000000000000000000e+00,9.900000000000000000e+02,3.350000000000000000e+03
3.800000000000000000e+01,8.000000000000000000e+00,1.038000000000000000e+03,3.302000000000000000e+03
3.800000000000000000e+01,8.000000000000000000e+00,9.840000000000000000e+02,3.356000000000000000e+03
3.900000000000000000e+01,8.000000000000000000e+00,1.072000000000000000e+03,3.268000000000000000e+03
3.900000000000000000e+01,8.000000000000000000e+00,9.700000000000000000e+02,3.370000000000000000e+03
4.000000000000000000e+01,8.000000000000000000e+00,9.420000000000000000e+02,3.398000000000000000e+03
4.000000000000000000e+01,8.000000000000000000e+00,9.720000000000000000e+02,3.368000000000000000e+03
4.100000000000000000e+01,8.000000000000000000e+00,1.054000000000000000e+03,3.286000000000000000e+03
4.100000000000000000e+01,8.000000000000000000e+00,1.023000000000000000e+03,3.317000000000000000e+03
4.200000000000000000e+01,8.000000000000000000e+00,9.690000000000000000e+02,3.371000000000000000e+03
4.200000000000000000e+01,8.000000000000000000e+00,1.105000000000000000e+03,3.235000000000000000e+03
4.300000000000000000e+01,8.000000000000000000e+00,9.620000000000000000e+02,3.378000000000000000e+03
4.300000000000000000e+01,8.000000000000000000e+00,1.088000000000000000e+03,3.252000000000000000e+03
4.400000000000000000e+01,8.000000000000000000e+00,1.128000000000000000e+03,3.212000000000000000e+03
4.400000000000000000e+01,8.000000000000000000e+00,9.810000000000000000e+02,3.359000000000000000e+03
4.500000000000000000e+01,8.000000000000000000e+00,1.073000000000000000e+03,3.267000000000000000e+03
4.500000000000000000e+01,8.000000000000000000e+00,1.069000000000000000e+03,3.271000000000000000e+03
4.600000000000000000e+01,8.000000000000000000e+00,1.105000000000000000e+03,3.235000000000000000e+03
4.600000000000000000e+01,8.000000000000000000e+00,1.097000000000000000e+03,3.243000000000000000e+03
4.700000000000000000e+01,8.000000000000000000e+00,1.096000000000000000e+03,3.244000000000000000e+03
4.700000000000000000e+01,8.000000000000000000e+00,9.760000000000000000e+02,3.364000000000000000e+03
4.800000000000000000e+01,8.000000000000000000e+00,1.062000000000000000e+03,3.278000000000000000e+03
4.800000000000000000e+01,8.000000000000000000e+00,1.066000000000000000e+03,3.274000000000000000e+03
5.000000000000000000e+00,7.000000000000000000e+00,8.060000000000000000e+02,3.534000000000000000e+03
5.000000000000000000e+00,7.000000000000000000e+00,6.240000000000000000e+02,3.716000000000000000e+03
5.000000000000000000e+00,7.000000000000000000e+00,6.620000000000000000e+02,3.678000000000000000e+03
5.000000000000000000e+00,7.000000000000000000e+00,9.100000000000000000e+02,3.430000000000000000e+03
5.000000000000000000e+00,7.000000000000000000e+00,8.600000000000000000e+02,3.480000000000000000e+03
7.000000000000000000e+00,7.000000000000000000e+00,9.200000000000000000e+02,3.420000000000000000e+03
7.000000000000000000e+00,7.000000000000000000e+00,7.240000000000000000e+02,3.616000000000000000e+03
