5.000000000000000000e+00,1.000000000000000000e+01,1.684605683993831426e-01,3.427053952577317156e-03,1.708535339212302606e-01,2.989895845810148708e-03
5.000000000000000000e+00,1.000000000000000000e+01,9.117170170196180201e-02,1.150646704372149109e-01,1.018720989921050452e-01,7.812062812910261500e-02
5.000000000000000000e+00,1.000000000000000000e+01,1.485680576357171490e-01,9.970588941543737788e-03,1.628917926625471357e-01,4.676588294060817982e-03
9.000000000000000000e+00,1.000000000000000000e+01,-2.801458241627505230e-02,6.288855747132184870e-01,-4.435216702430319624e-02,4.440501896681713356e-01
9.000000000000000000e+00,1.000000000000000000e+01,-1.461978145357991851e-02,8.009031719661243720e-01,-3.000970857295095703e-02,6.046465954404689480e-01
5.000000000000000000e+00,1.000000000000000000e+01,5.297157652273679768e-02,3.605558366302515916e-01,4.018343586501947617e-02,4.880760872009131113e-01
6.000000000000000000e+00,1.000000000000000000e+01,1.675357722958738249e-01,3.610961293167347808e-03,1.421432232770288850e-01,1.373042237495769417e-02
7.000000000000000000e+00,1.000000000000000000e+01,1.466925652069201169e-01,1.096038834060665719e-02,1.458904836574258790e-01,1.140956099283549872e-02
8.000000000000000000e+00,1.000000000000000000e+01,1.573164378594841817e-01,6.324842495816642741e-03,1.483316102670339531e-01,1.009084739540365774e-02
9.000000000000000000e+00,1.000000000000000000e+01,5.566493060688398886e-02,3.366200025589326517e-01,6.965130834461283338e-02,2.290455878675797807e-01
1.000000000000000000e+01,1.000000000000000000e+01,4.752359822195153377e-02,4.121248635092600310e-01,1.043238645764314049e-02,8.571959111094958894e-01
1.100000000000000000e+01,1.000000000000000000e+01,1.421763568193150917e-01,1.370820590198123211e-02,9.157327602804134214e-02,1.134667103785710479e-01
1.200000000000000000e+01,1.000000000000000000e+01,1.331551119540562156e-01,2.105659665440298006e-02,1.212594804518440372e-01,3.579397288869170385e-02
1.300000000000000000e+01,1.000000000000000000e+01,9.689028849692209178e-02,9.390942392890520851e-02,1.901092897385133276e-02,7.429615989652207375e-01
1.400000000000000000e+01,1.000000000000000000e+01,-3.387314190884909565e-02,5.589387932101129719e-01,-4.197440835244183044e-02,4.688801699301429204e-01
1.500000000000000000e+01,1.000000000000000000e+01,1.532883483985903461e-01,7.821379107318773491e-03,1.078774496235452296e-01,6.202160263850022698e-02
1.600000000000000000e+01,1.000000000000000000e+01,1.687761008559626186e-01,3.366274532341121100e-03,9.932985973323946172e-02,8.588580924190584998e-02
1.700000000000000000e+01,1.000000000000000000e+01,7.945286382874726383e-02,1.698799229186366555e-01,5.285578506569084400e-02,3.616081509303230579e-01
1.800000000000000000e+01,1.000000000000000000e+01,1.436345632396442973e-01,1.276122806246822276e-02,1.102019865012821703e-01,5.657280961488796167e-02
