5.000000000000000000e+00,1.000000000000000000e+01,1.512898842150153245e-01,8.675020722442949514e-03,1.513597740154992710e-01,8.643822909750962721e-03
5.000000000000000000e+00,1.000000000000000000e+01,8.054302647592412323e-02,1.640787420911123673e-01,8.726436630459043220e-02,1.315464817710162715e-01
5.000000000000000000e+00,1.000000000000000000e+01,9.610540103909546994e-02,9.661443753366157072e-02,1.071633470612898265e-01,6.377975295223874130e-02
5.000000000000000000e+00,1.000000000000000000e+01,9.542796032757749902e-02,9.899868702968715739e-02,8.027065445298174617e-02,1.655140305499808451e-01
5.000000000000000000e+00,1.000000000000000000e+01,1.078191529639608709e-01,6.216361952631117155e-02,9.538503725784519549e-02,9.915131480351653537e-02
1.000000000000000000e+01,1.000000000000000000e+01,8.471883579461966796e-02,1.432266316779584048e-01,9.431203171641473759e-02,1.030278224601721554e-01
1.000000000000000000e+01,1.000000000000000000e+01,6.253513948886120499e-02,2.802866261908731338e-01,8.557736517025441025e-02,1.392019155102377781e-01
1.000000000000000000e+01,1.000000000000000000e+01,1.070212956325291981e-01,6.413432816857964069e-02,1.023570851547373345e-01,7.670590822813427856e-02
1.000000000000000000e+01,1.000000000000000000e+01,4.604964858060284910e-02,4.267907949635642018e-01,5.319296791346533188e-02,3.585491580764952335e-01
1.000000000000000000e+01,1.000000000000000000e+01,9.076054842471061035e-02,1.167189398804982098e-01,6.791819909268585753e-02,2.408674184367914917e-01
1.500000000000000000e+01,1.000000000000000000e+01,7.165330053411063382e-02,2.159083069860194271e-01,1.063553898728268887e-01,6.581815018833497843e-02
1.500000000000000000e+01,1.000000000000000000e+01,8.925620835518238705e-02,1.229304475849269523e-01,1.039632724274151265e-01,7.216834895987020437e-02
1.500000000000000000e+01,1.000000000000000000e+01,9.886818732368476970e-02,8.736040905486402997e-02,1.125068677414167023e-01,5.156759811896880624e-02
1.500000000000000000e+01,1.000000000000000000e+01,9.505069428917502228e-02,1.003465913766894146e-01,9.924632274542370680e-02,8.615113663150732182e-02
1.500000000000000000e+01,1.000000000000000000e+01,5.441642940710794685e-02,3.475861734369766198e-01,5.887982292856887984e-02,3.094136710966164938e-01
2.000000000000000000e+01,1.000000000000000000e+01,5.789629990129265685e-02,3.175788918494682478e-01,8.833826269353380056e-02,1.268450581003292554e-01
2.000000000000000000e+01,1.000000000000000000e+01,6.380107656721112352e-02,2.706458637214745333e-01,8.710694302257382393e-02,1.322468172495872007e-01
2.000000000000000000e+01,1.000000000000000000e+01,4.422390428415698405e-02,4.453702338371153813e-01,6.326262044788305561e-02,2.747184867383024587e-01
2.000000000000000000e+01,1.000000000000000000e+01,7.940342407613135145e-02,1.701465915238813131e-01,1.034804162837052038e-01,7.350884939045669586e-02
2.000000000000000000e+01,1.000000000000000000e+01,1.129925009240748957e-01,5.056146642562291821e-02,1.256967171221173574e-01,2.950428225496534718e-02
