CBOW,0,5,0,10,100,1,10000_Trained_on1000000articles,4,3,6.300000000000000000e+01
CBOW,0,5,0,10,100,1,20000_Trained_on1000000articles,4,3,6.300000000000000000e+01
CBOW,0,5,0,10,100,1,30000_Trained_on1000000articles,6,4,6.300000000000000000e+01
CBOW,0,5,0,10,100,1,40000_Trained_on1000000articles,9,4,6.300000000000000000e+01
CBOW,0,5,0,10,100,1,50000_Trained_on1000000articles,6,6,6.300000000000000000e+01
CBOW,0,5,0,10,100,1,70000_Trained_on1000000articles,11,8,6.300000000000000000e+01
CBOW,0,5,0,10,100,1,90000_Trained_on1000000articles,22,9,6.300000000000000000e+01
CBOW,0,5,0,10,100,5,50000_Trained_on1000000articles,7,3,6.300000000000000000e+01
CBOW,0,5,0,10,100,5,90000_Trained_on1000000articles,10,11,6.300000000000000000e+01
CBOW,0,5,0,10,100,9,50000_Trained_on1000000articles,7,5,6.300000000000000000e+01
CBOW,0,5,0,10,100,9,90000_Trained_on1000000articles,12,8,6.300000000000000000e+01
CBOW,0,5,0,10,150,1,10000_Trained_on1000000articles,3,1,6.300000000000000000e+01
CBOW,0,5,0,10,150,1,50000_Trained_on1000000articles,10,10,6.300000000000000000e+01
CBOW,0,5,0,10,150,1,90000_Trained_on1000000articles,8,12,6.300000000000000000e+01
CBOW,0,5,0,10,200,1,10000_Trained_on1000000articles,4,5,6.300000000000000000e+01
CBOW,0,5,0,10,200,1,50000_Trained_on1000000articles,8,10,6.300000000000000000e+01
CBOW,0,5,0,10,200,1,90000_Trained_on1000000articles,14,12,6.300000000000000000e+01
CBOW,1,15,0,30,100,1,10000_Trained_on1000000articles,6,2,6.300000000000000000e+01
Fast_Text,0,5,0,10,100,1,20000_Trained_on1000000articles,8,2,6.300000000000000000e+01
Fast_Text,0,5,0,10,100,1,30000_Trained_on1000000articles,10,4,6.300000000000000000e+01
Fast_Text,0,5,0,10,100,1,40000_Trained_on1000000articles,17,6,6.300000000000000000e+01
Fast_Text,0,5,0,10,100,1,50000_Trained_on1000000articles,7,14,6.300000000000000000e+01
Fast_Text,0,5,0,10,100,1,70000_Trained_on1000000articles,12,6,6.300000000000000000e+01
Fast_Text,0,5,0,10,100,1,90000_Trained_on1000000articles,8,19,6.300000000000000000e+01
Fast_Text,0,5,0,10,100,5,50000_Trained_on1000000articles,4,5,6.300000000000000000e+01
Fast_Text,0,5,0,10,100,5,90000_Trained_on1000000articles,8,9,6.300000000000000000e+01
Fast_Text,0,5,0,10,100,9,50000_Trained_on1000000articles,7,4,6.300000000000000000e+01
Fast_Text,0,5,0,10,100,9,90000_Trained_on1000000articles,8,12,6.300000000000000000e+01
Fast_Text,0,5,0,10,150,1,10000_Trained_on1000000articles,3,3,6.300000000000000000e+01
Fast_Text,0,5,0,10,150,1,50000_Trained_on1000000articles,13,8,6.300000000000000000e+01
Fast_Text,0,5,0,10,150,1,90000_Trained_on1000000articles,20,7,6.300000000000000000e+01
Fast_Text,0,5,0,10,200,1,10000_Trained_on1000000articles,3,0,6.300000000000000000e+01
Fast_Text,0,5,0,10,200,1,50000_Trained_on1000000articles,8,3,6.300000000000000000e+01
Skip_gram,0,5,0,10,100,1,10000_Trained_on1000000articles,3,2,6.300000000000000000e+01
Skip_gram,0,5,0,10,100,1,20000_Trained_on1000000articles,5,5,6.300000000000000000e+01
Skip_gram,0,5,0,10,100,1,30000_Trained_on1000000articles,5,12,6.300000000000000000e+01
Skip_gram,0,5,0,10,100,1,40000_Trained_on1000000articles,5,15,6.300000000000000000e+01
Skip_gram,0,5,0,10,100,1,50000_Trained_on1000000articles,6,6,6.300000000000000000e+01
Skip_gram,0,5,0,10,100,1,70000_Trained_on1000000articles,15,9,6.300000000000000000e+01
Skip_gram,0,5,0,10,100,1,90000_Trained_on1000000articles,14,8,6.300000000000000000e+01
Skip_gram,0,5,0,10,100,5,50000_Trained_on1000000articles,5,6,6.300000000000000000e+01
Skip_gram,0,5,0,10,100,5,90000_Trained_on1000000articles,12,10,6.300000000000000000e+01
Skip_gram,0,5,0,10,100,9,50000_Trained_on1000000articles,5,5,6.300000000000000000e+01
Skip_gram,0,5,0,10,100,9,90000_Trained_on1000000articles,8,10,6.300000000000000000e+01
Skip_gram,0,5,0,10,150,1,50000_Trained_on1000000articles,11,12,6.300000000000000000e+01
Skip_gram,0,5,0,10,150,1,90000_Trained_on1000000articles,5,20,6.300000000000000000e+01
Skip_gram,0,5,0,10,200,1,10000_Trained_on1000000articles,4,2,6.300000000000000000e+01
Skip_gram,0,5,0,10,200,1,50000_Trained_on1000000articles,5,15,6.300000000000000000e+01
Skip_gram,0,5,0,10,200,1,90000_Trained_on1000000articles,6,23,6.300000000000000000e+01
