CBOW,0,5,0,10,100,1,5000000,502,19042
CBOW,0,5,0,10,100,1,7000000,586,18958
CBOW,0,5,0,10,100,1,9000000,688,18856
CBOW,0,5,0,10,100,6,1000000,1057,18487
CBOW,0,5,0,10,100,6,3000000,1042,18502
CBOW,0,5,0,10,100,6,5000000,1107,18437
CBOW,0,5,0,10,100,6,7000000,1020,18524
CBOW,0,5,0,10,100,6,9000000,1061,18483
CBOW,0,5,0,10,125,1,1000000,530,19014
CBOW,0,5,0,10,125,1,3000000,469,19075
CBOW,0,5,0,10,125,1,5000000,487,19057
CBOW,0,5,0,10,125,1,7000000,525,19019
CBOW,0,5,0,10,125,1,9000000,486,19058
CBOW,0,5,0,10,125,6,1000000,1063,18481
CBOW,0,5,0,10,125,6,3000000,1091,18453
CBOW,0,5,0,10,125,6,5000000,1113,18431
CBOW,0,5,0,10,125,6,7000000,1231,18313
CBOW,0,5,0,10,125,6,9000000,1181,18363
CBOW,0,5,0,10,150,1,1000000,534,19010
CBOW,0,5,0,10,150,1,3000000,529,19015
CBOW,0,5,0,10,150,1,5000000,530,19014
CBOW,0,5,0,10,150,1,7000000,479,19065
CBOW,0,5,0,10,150,1,9000000,387,19157
CBOW,0,5,0,10,150,6,1000000,1159,18385
CBOW,0,5,0,10,150,6,3000000,1042,18502
CBOW,0,5,0,10,150,6,5000000,1093,18451
CBOW,0,5,0,10,150,6,7000000,1050,18494
CBOW,0,5,0,10,150,6,9000000,1097,18447
CBOW,0,5,0,10,175,1,1000000,468,19076
CBOW,0,5,0,10,175,1,3000000,482,19062
CBOW,0,5,0,10,175,1,5000000,610,18934
CBOW,0,5,0,10,175,1,7000000,495,19049
CBOW,0,5,0,10,175,1,9000000,578,18966
CBOW,0,5,0,10,175,6,1000000,1113,18431
CBOW,0,5,0,10,175,6,3000000,1110,18434
CBOW,0,5,0,10,175,6,5000000,1031,18513
CBOW,0,5,0,10,175,6,7000000,1095,18449
CBOW,0,5,0,10,175,6,9000000,1084,18460
CBOW,0,5,0,10,200,1,1000000,475,19069
CBOW,0,5,0,10,200,1,3000000,490,19054
CBOW,0,5,0,10,200,1,5000000,531,19013
CBOW,0,5,0,10,200,1,7000000,485,19059
CBOW,0,5,0,10,200,1,9000000,517,19027
CBOW,0,5,0,10,200,6,1000000,1029,18515
CBOW,0,5,0,10,200,6,3000000,1018,18526
CBOW,0,5,0,10,200,6,5000000,1122,18422
CBOW,0,5,0,10,200,6,7000000,1048,18496
CBOW,0,5,0,10,200,6,9000000,1044,18500
CBOW,0,5,0,30,100,1,1000000,1312,18232
CBOW,0,5,0,30,100,1,3000000,1325,18219
CBOW,0,5,0,30,100,1,5000000,1386,18158
CBOW,0,5,0,30,100,1,7000000,1191,18353
CBOW,0,5,0,30,100,1,9000000,1219,18325
CBOW,0,5,0,30,100,6,1000000,2296,17248
CBOW,0,5,0,30,100,6,3000000,2402,17142
CBOW,0,5,0,30,100,6,5000000,2109,17435
CBOW,0,5,0,30,100,6,7000000,2338,17206
CBOW,0,5,0,30,125,1,1000000,1325,18219
CBOW,0,5,0,50,100,1,1000000,1758,17786
CBOW,0,5,0,50,100,6,1000000,2494,17050
CBOW,0,5,0,50,125,1,1000000,1828,17716
CBOW,0,5,1,10,100,1,1000000,518,19026
CBOW,0,5,1,10,100,6,1000000,1183,18361
CBOW,0,5,1,10,125,1,1000000,543,19001
CBOW,0,5,1,30,100,1,1000000,1315,18229
CBOW,0,5,1,30,100,6,1000000,2017,17527
CBOW,0,5,1,30,125,1,1000000,1244,18300
CBOW,0,5,1,50,100,1,1000000,1830,17714
CBOW,0,5,1,50,100,6,1000000,2679,16865
CBOW,1,10,0,10,100,1,1000000,800,18744
CBOW,1,10,0,10,100,6,1000000,1426,18118
CBOW,1,10,0,30,100,1,1000000,1798,17746
CBOW,1,10,0,30,100,6,1000000,2341,17203
CBOW,1,10,0,50,100,1,1000000,2066,17478
CBOW,1,10,0,50,100,6,1000000,2434,17110
CBOW,1,10,1,10,100,1,1000000,640,18904
CBOW,1,10,1,10,100,6,1000000,1423,18121
CBOW,1,10,1,30,100,1,1000000,1676,17868
CBOW,1,10,1,30,100,6,1000000,2184,17360
CBOW,1,10,1,50,100,1,1000000,1921,17623
CBOW,1,10,1,50,100,6,1000000,2629,16915
CBOW,1,15,0,10,100,1,1000000,834,18710
CBOW,1,15,0,10,100,6,1000000,1374,18170
CBOW,1,15,0,30,100,1,1000000,1691,17853
CBOW,1,15,0,30,100,6,1000000,2569,16975
CBOW,1,15,0,50,100,1,1000000,2129,17415
CBOW,1,15,0,50,100,6,1000000,2450,17094
CBOW,1,15,1,10,100,1,1000000,750,18794
CBOW,1,15,1,10,100,6,1000000,1351,18193
CBOW,1,15,1,30,100,1,1000000,1731,17813
CBOW,1,15,1,30,100,6,1000000,2358,17186
CBOW,1,15,1,50,100,1,1000000,2081,17463
CBOW,1,15,1,50,100,6,1000000,2759,16785
CBOW,1,20,0,10,100,1,1000000,925,18619
CBOW,1,20,0,10,100,6,1000000,1533,18011
CBOW,1,20,0,30,100,1,1000000,1860,17684
CBOW,1,20,0,30,100,6,1000000,2278,17266
CBOW,1,20,0,50,100,1,1000000,2153,17391
CBOW,1,20,0,50,100,6,1000000,2683,16861
CBOW,1,20,1,10,100,1,1000000,790,18754
CBOW,1,20,1,10,100,6,1000000,1563,17981
CBOW,1,20,1,30,100,1,1000000,1475,18069
CBOW,1,20,1,30,100,6,1000000,2396,17148
CBOW,1,20,1,50,100,1,1000000,2075,17469
CBOW,1,20,1,50,100,6,1000000,2829,16715
CBOW,1,5,0,10,100,1,1000000,799,18745
CBOW,1,5,0,10,100,6,1000000,1371,18173
CBOW,1,5,0,10,125,1,1000000,831,18713
CBOW,1,5,0,30,100,1,1000000,1659,17885
CBOW,1,5,0,30,100,6,1000000,2226,17318
CBOW,1,5,0,30,125,1,1000000,1873,17671
CBOW,1,5,0,50,100,1,1000000,1918,17626
CBOW,1,5,0,50,100,6,1000000,2487,17057
CBOW,1,5,0,50,125,1,1000000,2030,17514
CBOW,1,5,1,10,100,1,1000000,766,18778
CBOW,1,5,1,10,100,6,1000000,1346,18198
CBOW,1,5,1,10,125,1,1000000,791,18753
CBOW,1,5,1,30,100,1,1000000,1526,18018
CBOW,1,5,1,30,100,6,1000000,2058,17486
CBOW,1,5,1,30,125,1,1000000,1712,17832
CBOW,1,5,1,50,100,1,1000000,1948,17596
CBOW,1,5,1,50,100,6,1000000,2344,17200
Fast_Text,0,10,0,10,100,1,1000000,1880,17664
Fast_Text,0,10,0,10,100,6,1000000,2825,16719
Fast_Text,0,10,0,30,100,1,1000000,2978,16566
Fast_Text,0,10,0,30,100,6,1000000,3649,15895
Fast_Text,0,10,0,50,100,1,1000000,3149,16395
Fast_Text,0,10,0,50,100,6,1000000,3791,15753
Fast_Text,0,10,1,10,100,1,1000000,1791,17753
Fast_Text,0,10,1,10,100,6,1000000,2954,16590
Fast_Text,0,10,1,30,100,1,1000000,2461,17083
Fast_Text,0,10,1,30,100,6,1000000,3495,16049
Fast_Text,0,10,1,50,100,1,1000000,3287,16257
Fast_Text,0,10,1,50,100,6,1000000,3688,15856
Fast_Text,0,15,0,10,100,1,1000000,1836,17708
Fast_Text,0,15,0,10,100,6,1000000,3133,16411
Fast_Text,0,15,0,30,100,1,1000000,2791,16753
Fast_Text,0,15,0,30,100,6,1000000,3555,15989
Fast_Text,0,15,0,50,100,1,1000000,3473,16071
Fast_Text,0,15,0,50,100,6,1000000,3894,15650
Fast_Text,0,15,1,10,100,1,1000000,1948,17596
Fast_Text,0,15,1,10,100,6,1000000,2903,16641
Fast_Text,0,15,1,30,100,1,1000000,2593,16951
Fast_Text,0,15,1,30,100,6,1000000,3681,15863
Fast_Text,0,15,1,50,100,1,1000000,3339,16205
Fast_Text,0,15,1,50,100,6,1000000,4085,15459
Fast_Text,0,20,0,10,100,1,1000000,1938,17606
Fast_Text,0,20,0,10,100,6,1000000,2874,16670
Fast_Text,0,20,0,30,100,1,1000000,2924,16620
Fast_Text,0,20,0,30,100,6,1000000,3597,15947
Fast_Text,0,20,0,50,100,1,1000000,3469,16075
Fast_Text,0,20,0,50,100,6,1000000,3783,15761
Fast_Text,0,20,1,10,100,1,1000000,1765,17779
Fast_Text,0,20,1,10,100,6,1000000,3043,16501
Fast_Text,0,20,1,30,100,1,1000000,2735,16809
Fast_Text,0,20,1,30,100,6,1000000,3378,16166
Fast_Text,0,20,1,50,100,1,1000000,3281,16263
Fast_Text,0,20,1,50,100,6,1000000,3677,15867
Fast_Text,0,5,0,10,100,1,1000000,1619,17925
Fast_Text,0,5,0,10,100,1,3000000,1817,17727
Fast_Text,0,5,0,10,100,1,5000000,1762,17782
Fast_Text,0,5,0,10,100,1,7000000,1756,17788
Fast_Text,0,5,0,10,100,1,9000000,1700,17844
Fast_Text,0,5,0,10,100,6,1000000,2744,16800
Fast_Text,0,5,0,10,100,6,3000000,2777,16767
Fast_Text,0,5,0,10,100,6,5000000,2870,16674
Fast_Text,0,5,0,10,100,6,7000000,2767,16777
Fast_Text,0,5,0,10,100,6,9000000,2673,16871
Fast_Text,0,5,0,10,125,1,1000000,1810,17734
Fast_Text,0,5,0,10,125,1,3000000,1956,17588
Fast_Text,0,5,0,10,125,1,5000000,1559,17985
Fast_Text,0,5,0,10,125,1,7000000,1794,17750
Fast_Text,0,5,0,10,125,1,9000000,1758,17786
Fast_Text,0,5,0,10,125,6,1000000,3196,16348
Fast_Text,0,5,0,10,125,6,3000000,2995,16549
Fast_Text,0,5,0,10,125,6,5000000,3014,16530
Fast_Text,0,5,0,10,125,6,7000000,2713,16831
Fast_Text,0,5,0,10,125,6,9000000,2686,16858
Fast_Text,0,5,0,10,150,1,1000000,1770,17774
Fast_Text,0,5,0,10,150,1,3000000,1798,17746
Fast_Text,0,5,0,10,150,1,5000000,1787,17757
Fast_Text,0,5,0,10,150,1,7000000,1998,17546
Fast_Text,0,5,0,10,150,1,9000000,1797,17747
Fast_Text,0,5,0,10,150,6,1000000,2843,16701
Fast_Text,0,5,0,10,150,6,3000000,2899,16645
Fast_Text,0,5,0,10,150,6,5000000,2848,16696
Fast_Text,0,5,0,10,150,6,7000000,3028,16516
Fast_Text,0,5,0,10,150,6,9000000,2731,16813
Fast_Text,0,5,0,10,175,1,1000000,2068,17476
Fast_Text,0,5,0,10,175,1,3000000,1692,17852
Fast_Text,0,5,0,10,175,1,5000000,1915,17629
Fast_Text,0,5,0,10,175,1,7000000,1869,17675
Fast_Text,0,5,0,10,175,1,9000000,2141,17403
Fast_Text,0,5,0,10,175,6,1000000,2824,16720
Fast_Text,0,5,0,10,175,6,3000000,2816,16728
Fast_Text,0,5,0,10,175,6,5000000,2848,16696
Fast_Text,0,5,0,10,175,6,7000000,2871,16673
Fast_Text,0,5,0,10,175,6,9000000,2927,16617
Fast_Text,0,5,0,10,200,1,1000000,1933,17611
Fast_Text,0,5,0,10,200,1,3000000,2054,17490
Fast_Text,0,5,0,10,200,1,5000000,1897,17647
Fast_Text,0,5,0,10,200,1,7000000,2102,17442
Fast_Text,0,5,0,10,200,1,9000000,1593,17951
Fast_Text,0,5,0,10,200,6,1000000,2977,16567
Fast_Text,0,5,0,10,200,6,3000000,2719,16825
Fast_Text,0,5,0,10,200,6,5000000,2976,16568
Fast_Text,0,5,0,10,200,6,7000000,2860,16684
Fast_Text,0,5,0,10,200,6,9000000,3086,16458
Fast_Text,0,5,0,30,100,1,1000000,2496,17048
Fast_Text,0,5,0,30,100,1,3000000,2487,17057
Fast_Text,0,5,0,30,100,1,5000000,2258,17286
Fast_Text,0,5,0,30,100,1,7000000,2713,16831
Fast_Text,0,5,0,30,100,1,9000000,2673,16871
Fast_Text,0,5,0,30,100,6,1000000,3391,16153
Fast_Text,0,5,0,30,100,6,3000000,3381,16163
Fast_Text,0,5,0,30,100,6,5000000,3369,16175
Fast_Text,0,5,0,30,100,6,7000000,3522,16022
Fast_Text,0,5,0,30,125,1,1000000,2328,17216
Fast_Text,0,5,0,50,100,1,1000000,3057,16487
Fast_Text,0,5,0,50,100,6,1000000,3712,15832
Fast_Text,0,5,0,50,125,1,1000000,2923,16621
Fast_Text,0,5,1,10,100,1,1000000,1781,17763
Fast_Text,0,5,1,10,100,6,1000000,2509,17035
Fast_Text,0,5,1,10,125,1,1000000,1785,17759
Fast_Text,0,5,1,30,100,1,1000000,2313,17231
Fast_Text,0,5,1,30,100,6,1000000,3495,16049
Fast_Text,0,5,1,30,125,1,1000000,2658,16886
Fast_Text,0,5,1,50,100,1,1000000,2868,16676
Fast_Text,0,5,1,50,100,6,1000000,3511,16033
Fast_Text,1,10,0,10,100,1,1000000,1905,17639
Fast_Text,1,10,0,10,100,6,1000000,2629,16915
Fast_Text,1,10,0,30,100,1,1000000,2462,17082
Fast_Text,1,10,0,30,100,6,1000000,3213,16331
Fast_Text,1,10,0,50,100,1,1000000,2771,16773
Fast_Text,1,10,0,50,100,6,1000000,3364,16180
Fast_Text,1,10,1,10,100,1,1000000,1701,17843
Fast_Text,1,10,1,10,100,6,1000000,2822,16722
Fast_Text,1,10,1,30,100,1,1000000,2281,17263
Fast_Text,1,10,1,30,100,6,1000000,3011,16533
Fast_Text,1,10,1,50,100,1,1000000,2853,16691
Fast_Text,1,10,1,50,100,6,1000000,3213,16331
Fast_Text,1,15,0,10,100,1,1000000,1767,17777
Fast_Text,1,15,0,10,100,6,1000000,2825,16719
Fast_Text,1,15,0,30,100,1,1000000,2737,16807
Fast_Text,1,15,0,30,100,6,1000000,2961,16583
Fast_Text,1,15,0,50,100,1,1000000,2852,16692
Fast_Text,1,15,0,50,100,6,1000000,3369,16175
Fast_Text,1,15,1,10,100,1,1000000,2007,17537
Fast_Text,1,15,1,10,100,6,1000000,2512,17032
Fast_Text,1,15,1,30,100,1,1000000,2477,17067
Fast_Text,1,15,1,30,100,6,1000000,3159,16385
Fast_Text,1,15,1,50,100,1,1000000,2889,16655
Fast_Text,1,15,1,50,100,6,1000000,3194,16350
Fast_Text,1,20,0,10,100,1,1000000,2017,17527
Fast_Text,1,20,0,10,100,6,1000000,2672,16872
Fast_Text,1,20,0,30,100,1,1000000,2593,16951
Fast_Text,1,20,0,30,100,6,1000000,2954,16590
Fast_Text,1,20,0,50,100,1,1000000,3064,16480
Fast_Text,1,20,0,50,100,6,1000000,3256,16288
Fast_Text,1,20,1,10,100,1,1000000,1948,17596
Fast_Text,1,20,1,10,100,6,1000000,2762,16782
Fast_Text,1,20,1,30,100,1,1000000,2385,17159
Fast_Text,1,20,1,30,100,6,1000000,3157,16387
Fast_Text,1,20,1,50,100,1,1000000,2891,16653
Fast_Text,1,20,1,50,100,6,1000000,3171,16373
Fast_Text,1,5,0,10,100,1,1000000,1879,17665
Fast_Text,1,5,0,10,100,6,1000000,2630,16914
Fast_Text,1,5,0,10,125,1,1000000,2023,17521
Fast_Text,1,5,0,30,100,1,1000000,2408,17136
Fast_Text,1,5,0,30,100,6,1000000,2804,16740
Fast_Text,1,5,0,30,125,1,1000000,2687,16857
Fast_Text,1,5,0,50,100,1,1000000,2706,16838
Fast_Text,1,5,0,50,100,6,1000000,3094,16450
Fast_Text,1,5,1,10,100,1,1000000,1808,17736
Fast_Text,1,5,1,10,100,6,1000000,2659,16885
Fast_Text,1,5,1,10,125,1,1000000,1985,17559
Fast_Text,1,5,1,30,100,1,1000000,2536,17008
Fast_Text,1,5,1,30,100,6,1000000,3090,16454
Fast_Text,1,5,1,30,125,1,1000000,2650,16894
Fast_Text,1,5,1,50,100,1,1000000,2669,16875
Fast_Text,1,5,1,50,100,6,1000000,3227,16317
Skip_gram,0,10,0,10,100,1,1000000,208,19336
Skip_gram,0,10,0,10,100,6,1000000,376,19168
Skip_gram,0,10,0,30,100,1,1000000,491,19053
Skip_gram,0,10,0,30,100,6,1000000,827,18717
Skip_gram,0,10,0,50,100,1,1000000,737,18807
Skip_gram,0,10,0,50,100,6,1000000,1126,18418
Skip_gram,0,10,1,10,100,1,1000000,404,19140
Skip_gram,0,10,1,10,100,6,1000000,805,18739
Skip_gram,0,10,1,30,100,1,1000000,989,18555
Skip_gram,0,10,1,30,100,6,1000000,1639,17905
Skip_gram,0,10,1,50,100,1,1000000,1423,18121
Skip_gram,0,10,1,50,100,6,1000000,2017,17527
Skip_gram,0,15,0,10,100,1,1000000,148,19396
Skip_gram,0,15,0,10,100,6,1000000,377,19167
Skip_gram,0,15,0,30,100,1,1000000,481,19063
Skip_gram,0,15,0,30,100,6,1000000,742,18802
Skip_gram,0,15,0,50,100,1,1000000,703,18841
Skip_gram,0,15,0,50,100,6,1000000,871,18673
Skip_gram,0,15,1,10,100,1,1000000,392,19152
Skip_gram,0,15,1,10,100,6,1000000,721,18823
Skip_gram,0,15,1,30,100,1,1000000,963,18581
Skip_gram,0,15,1,30,100,6,1000000,1718,17826
Skip_gram,0,15,1,50,100,1,1000000,1542,18002
Skip_gram,0,15,1,50,100,6,1000000,2070,17474
Skip_gram,0,20,0,10,100,1,1000000,98,19446
Skip_gram,0,20,0,10,100,6,1000000,309,19235
Skip_gram,0,20,0,30,100,1,1000000,354,19190
Skip_gram,0,20,0,30,100,6,1000000,594,18950
Skip_gram,0,20,0,50,100,1,1000000,543,19001
Skip_gram,0,20,0,50,100,6,1000000,693,18851
Skip_gram,0,20,1,10,100,1,1000000,355,19189
Skip_gram,0,20,1,10,100,6,1000000,781,18763
Skip_gram,0,20,1,30,100,1,1000000,1042,18502
Skip_gram,0,20,1,30,100,6,1000000,1710,17834
Skip_gram,0,20,1,50,100,1,1000000,1484,18060
Skip_gram,0,20,1,50,100,6,1000000,2049,17495
Skip_gram,0,5,0,10,100,1,1000000,183,19361
Skip_gram,0,5,0,10,100,1,3000000,230,19314
Skip_gram,0,5,0,10,100,1,5000000,167,19377
Skip_gram,0,5,0,10,100,1,7000000,185,19359
Skip_gram,0,5,0,10,100,1,9000000,159,19385
Skip_gram,0,5,0,10,100,6,1000000,476,19068
Skip_gram,0,5,0,10,100,6,3000000,476,19068
Skip_gram,0,5,0,10,100,6,5000000,398,19146
Skip_gram,0,5,0,10,100,6,7000000,444,19100
Skip_gram,0,5,0,10,100,6,9000000,436,19108
Skip_gram,0,5,0,10,125,1,1000000,211,19333
Skip_gram,0,5,0,10,125,1,3000000,241,19303
Skip_gram,0,5,0,10,125,1,5000000,181,19363
Skip_gram,0,5,0,10,125,1,7000000,170,19374
Skip_gram,0,5,0,10,125,1,9000000,182,19362
Skip_gram,0,5,0,10,125,6,1000000,467,19077
Skip_gram,0,5,0,10,125,6,3000000,465,19079
Skip_gram,0,5,0,10,125,6,5000000,508,19036
Skip_gram,0,5,0,10,125,6,7000000,380,19164
Skip_gram,0,5,0,10,125,6,9000000,446,19098
Skip_gram,0,5,0,10,150,1,1000000,204,19340
Skip_gram,0,5,0,10,150,1,3000000,186,19358
Skip_gram,0,5,0,10,150,1,5000000,151,19393
Skip_gram,0,5,0,10,150,1,7000000,172,19372
Skip_gram,0,5,0,10,150,1,9000000,221,19323
Skip_gram,0,5,0,10,150,6,1000000,392,19152
Skip_gram,0,5,0,10,150,6,3000000,443,19101
Skip_gram,0,5,0,10,150,6,5000000,366,19178
Skip_gram,0,5,0,10,150,6,7000000,407,19137
Skip_gram,0,5,0,10,150,6,9000000,429,19115
Skip_gram,0,5,0,10,175,1,1000000,137,19407
Skip_gram,0,5,0,10,175,1,3000000,207,19337
Skip_gram,0,5,0,10,175,1,5000000,176,19368
Skip_gram,0,5,0,10,175,1,7000000,249,19295
Skip_gram,0,5,0,10,175,1,9000000,169,19375
Skip_gram,0,5,0,10,175,6,1000000,456,19088
Skip_gram,0,5,0,10,175,6,3000000,457,19087
Skip_gram,0,5,0,10,175,6,5000000,551,18993
Skip_gram,0,5,0,10,175,6,7000000,404,19140
Skip_gram,0,5,0,10,175,6,9000000,436,19108
Skip_gram,0,5,0,10,200,1,1000000,255,19289
Skip_gram,0,5,0,10,200,1,3000000,177,19367
Skip_gram,0,5,0,10,200,1,5000000,194,19350
Skip_gram,0,5,0,10,200,1,7000000,200,19344
Skip_gram,0,5,0,10,200,1,9000000,197,19347
Skip_gram,0,5,0,10,200,6,1000000,479,19065
Skip_gram,0,5,0,10,200,6,3000000,449,19095
Skip_gram,0,5,0,10,200,6,5000000,413,19131
Skip_gram,0,5,0,10,200,6,7000000,440,19104
Skip_gram,0,5,0,10,200,6,9000000,414,19130
Skip_gram,0,5,0,30,100,1,1000000,597,18947
Skip_gram,0,5,0,30,100,1,3000000,599,18945
Skip_gram,0,5,0,30,100,1,5000000,529,19015
Skip_gram,0,5,0,30,100,1,7000000,519,19025
Skip_gram,0,5,0,30,100,1,9000000,564,18980
Skip_gram,0,5,0,30,100,6,1000000,969,18575
Skip_gram,0,5,0,30,100,6,3000000,1156,18388
Skip_gram,0,5,0,30,100,6,5000000,986,18558
Skip_gram,0,5,0,30,100,6,7000000,1061,18483
Skip_gram,0,5,0,30,125,1,1000000,712,18832
Skip_gram,0,5,0,50,100,1,1000000,822,18722
Skip_gram,0,5,0,50,100,6,1000000,1302,18242
Skip_gram,0,5,0,50,125,1,1000000,888,18656
Skip_gram,0,5,1,10,100,1,1000000,260,19284
Skip_gram,0,5,1,10,100,6,1000000,704,18840
Skip_gram,0,5,1,10,125,1,1000000,281,19263
Skip_gram,0,5,1,30,100,1,1000000,910,18634
Skip_gram,0,5,1,30,100,6,1000000,1442,18102
Skip_gram,0,5,1,30,125,1,1000000,858,18686
Skip_gram,0,5,1,50,100,1,1000000,1243,18301
Skip_gram,0,5,1,50,100,6,1000000,1927,17617
Skip_gram,1,10,0,10,100,1,1000000,331,19213
Skip_gram,1,10,0,10,100,6,1000000,651,18893
Skip_gram,1,10,0,30,100,1,1000000,798,18746
Skip_gram,1,10,0,30,100,6,1000000,1177,18367
Skip_gram,1,10,0,50,100,1,1000000,980,18564
Skip_gram,1,10,0,50,100,6,1000000,1494,18050
Skip_gram,1,10,1,10,100,1,1000000,662,18882
Skip_gram,1,10,1,10,100,6,1000000,948,18596
Skip_gram,1,10,1,30,100,1,1000000,1081,18463
Skip_gram,1,10,1,30,100,6,1000000,1990,17554
Skip_gram,1,10,1,50,100,1,1000000,1513,18031
Skip_gram,1,10,1,50,100,6,1000000,2155,17389
Skip_gram,1,15,0,10,100,1,1000000,313,19231
Skip_gram,1,15,0,10,100,6,1000000,718,18826
Skip_gram,1,15,0,30,100,1,1000000,756,18788
Skip_gram,1,15,0,30,100,6,1000000,1186,18358
Skip_gram,1,15,0,50,100,1,1000000,1049,18495
Skip_gram,1,15,0,50,100,6,1000000,1377,18167
Skip_gram,1,15,1,10,100,1,1000000,525,19019
Skip_gram,1,15,1,10,100,6,1000000,980,18564
Skip_gram,1,15,1,30,100,1,1000000,1082,18462
Skip_gram,1,15,1,30,100,6,1000000,1742,17802
Skip_gram,1,15,1,50,100,1,1000000,1557,17987
Skip_gram,1,15,1,50,100,6,1000000,1906,17638
Skip_gram,1,20,0,10,100,1,1000000,347,19197
Skip_gram,1,20,0,10,100,6,1000000,636,18908
Skip_gram,1,20,0,30,100,1,1000000,624,18920
Skip_gram,1,20,0,30,100,6,1000000,1059,18485
Skip_gram,1,20,0,50,100,1,1000000,874,18670
Skip_gram,1,20,0,50,100,6,1000000,1237,18307
Skip_gram,1,20,1,10,100,1,1000000,551,18993
Skip_gram,1,20,1,10,100,6,1000000,900,18644
Skip_gram,1,20,1,30,100,1,1000000,1155,18389
Skip_gram,1,20,1,30,100,6,1000000,1986,17558
Skip_gram,1,20,1,50,100,1,1000000,1512,18032
Skip_gram,1,20,1,50,100,6,1000000,2081,17463
Skip_gram,1,5,0,10,100,1,1000000,476,19068
Skip_gram,1,5,0,10,100,6,1000000,825,18719
Skip_gram,1,5,0,10,125,1,1000000,381,19163
Skip_gram,1,5,0,30,100,1,1000000,839,18705
Skip_gram,1,5,0,30,100,6,1000000,1502,18042
Skip_gram,1,5,0,30,125,1,1000000,915,18629
Skip_gram,1,5,0,50,100,1,1000000,985,18559
Skip_gram,1,5,0,50,100,6,1000000,1702,17842
Skip_gram,1,5,1,10,100,1,1000000,514,19030
Skip_gram,1,5,1,10,100,6,1000000,993,18551
Skip_gram,1,5,1,10,125,1,1000000,492,19052
Skip_gram,1,5,1,30,100,1,1000000,1272,18272
Skip_gram,1,5,1,30,100,6,1000000,1847,17697
Skip_gram,1,5,1,30,125,1,1000000,1325,18219
Skip_gram,1,5,1,50,100,1,1000000,1479,18065
Skip_gram,1,5,1,50,100,6,1000000,1953,17591
