5.000000000000000000e+00,1.000000000000000000e+01,4.238091610888001792e-01,8.063799465778107646e-17,4.182219373415895780e-01,2.228271569370683975e-16
5.000000000000000000e+00,1.000000000000000000e+01,3.296082508416685042e-01,2.165709143681370733e-10,3.616327601582072782e-01,2.400494944818341151e-12
5.000000000000000000e+00,1.000000000000000000e+01,3.710205943703092091e-01,5.808933151338508658e-13,3.656775737327374598e-01,1.309980206399035243e-12
5.000000000000000000e+00,1.000000000000000000e+01,3.968745782589395144e-01,9.133562960176012532e-15,4.007866647070163491e-01,4.717257476924378965e-15
5.000000000000000000e+00,1.000000000000000000e+01,3.687799657826887900e-01,8.184563354396508505e-13,3.859842525844961458e-01,5.491957132848035816e-14
8.000000000000000000e+00,1.000000000000000000e+01,5.110275525336217539e-01,7.060447381788503953e-25,5.025696446833531894e-01,5.435045436716688712e-24
8.000000000000000000e+00,1.000000000000000000e+01,2.364423794512508226e-01,7.108215488299562775e-06,2.380213905284331022e-01,6.146133306747824022e-06
8.000000000000000000e+00,1.000000000000000000e+01,3.848010194546735430e-01,6.647399435774210343e-14,3.811029391647892117e-01,1.201369721047140740e-13
8.000000000000000000e+00,1.000000000000000000e+01,3.662555664984838977e-01,1.200534501443204095e-12,3.436560257502745963e-01,3.200708227329990905e-11
8.000000000000000000e+00,1.000000000000000000e+01,4.141707686676267541e-01,4.601912126393546139e-16,4.188494022817237372e-01,1.989767647830527707e-16
1.100000000000000000e+01,1.000000000000000000e+01,4.732878428837763995e-01,4.171433198977442443e-21,4.646501955208200974e-01,2.628457023535754798e-20
1.100000000000000000e+01,1.000000000000000000e+01,4.384317864874495707e-01,5.149424083886814957e-18,4.250160994532203307e-01,6.458052212709213640e-17
1.100000000000000000e+01,1.000000000000000000e+01,4.511671941841503553e-01,4.198513174298905649e-19,4.561968438707490470e-01,1.514991839158272421e-19
1.100000000000000000e+01,1.000000000000000000e+01,4.562992512492936581e-01,1.483612957992200819e-19,4.513985083880263649e-01,4.007713358782142300e-19
1.100000000000000000e+01,1.000000000000000000e+01,4.356908154147816070e-01,8.712507220824841064e-18,4.334367822957159722e-01,1.337858866878347678e-17
1.400000000000000000e+01,1.000000000000000000e+01,4.047175967602431035e-01,2.407261210997942347e-15,4.192449679446522692e-01,1.852484137157293356e-16
1.400000000000000000e+01,1.000000000000000000e+01,3.905047600952896714e-01,2.629197228596129478e-14,4.009056110573288589e-01,4.622803985094511227e-15
1.400000000000000000e+01,1.000000000000000000e+01,4.147008479743047316e-01,4.187621458813205142e-16,4.286003014809103284e-01,3.322190269708378537e-17
1.400000000000000000e+01,1.000000000000000000e+01,3.430206486564966184e-01,3.497137369803287198e-11,3.415465464464997880e-01,4.291625983616764331e-11
1.400000000000000000e+01,1.000000000000000000e+01,4.223823600682211077e-01,1.047243963436750271e-16,4.236348036567911257e-01,8.326059069605158075e-17
1.700000000000000000e+01,1.000000000000000000e+01,4.271552563473419717e-01,4.347341986786217568e-17,4.424980383655220395e-01,2.339469631504379406e-18
1.700000000000000000e+01,1.000000000000000000e+01,4.923265019140553034e-01,5.972332863347397054e-23,4.975190282455362878e-01,1.789966458172555555e-23
1.700000000000000000e+01,1.000000000000000000e+01,3.925780167556600087e-01,1.868330147645241148e-14,4.093552503955367738e-01,1.076052055959121175e-15
1.700000000000000000e+01,1.000000000000000000e+01,4.302748944697625255e-01,2.428676209710842242e-17,4.348687381666284657e-01,1.019150430412101024e-17
1.700000000000000000e+01,1.000000000000000000e+01,4.703050214223435388e-01,7.923399182169105771e-21,4.775211610503524717e-01,1.660114935150272837e-21
2.000000000000000000e+01,1.000000000000000000e+01,4.751882713193497088e-01,2.762727133856685452e-21,4.728340834149641347e-01,4.600946669690607087e-21
2.000000000000000000e+01,1.000000000000000000e+01,4.334103558550688740e-01,1.344577637504422427e-17,4.029284022007044164e-01,3.273286869554412467e-15
2.000000000000000000e+01,1.000000000000000000e+01,4.388066341289192374e-01,4.790318207151375757e-18,4.404811798501017672e-01,3.464511938701284728e-18
2.000000000000000000e+01,1.000000000000000000e+01,4.335287575118358938e-01,1.314730893761905782e-17,4.542555802758808658e-01,2.249775358499668141e-19
2.000000000000000000e+01,1.000000000000000000e+01,4.572453732439202279e-01,1.222356747985130531e-19,4.520639531314642467e-01,3.505118754409894845e-19
2.300000000000000000e+01,1.000000000000000000e+01,4.893327678575286610e-01,1.185270629708474660e-22,4.845483628893736405e-01,3.495484408212676058e-22
2.300000000000000000e+01,1.000000000000000000e+01,4.748602114293444254e-01,2.966937333998174476e-21,4.745187352702480710e-01,3.195287328767111738e-21
2.300000000000000000e+01,1.000000000000000000e+01,4.721873076685735304e-01,5.289373947864515471e-21,4.811023480492846449e-01,7.538155570739428182e-22
2.300000000000000000e+01,1.000000000000000000e+01,4.779097361282876877e-01,1.524507136514092829e-21,4.830137547013432786e-01,4.927260007141762321e-22
2.300000000000000000e+01,1.000000000000000000e+01,4.396294437989866077e-01,4.086164625635417832e-18,4.415849087670450368e-01,2.795521131238637293e-18
2.600000000000000000e+01,1.000000000000000000e+01,4.463259577782550669e-01,1.102382583938017848e-18,4.638533327023596220e-01,3.106811909687342703e-20
2.600000000000000000e+01,1.000000000000000000e+01,4.421241994448523172e-01,2.516581999067483675e-18,4.535011855889273247e-01,2.621678893259189822e-19
2.600000000000000000e+01,1.000000000000000000e+01,4.771167996872894834e-01,1.813845521179371760e-21,4.779588814140415809e-01,1.508152993063018152e-21
2.600000000000000000e+01,1.000000000000000000e+01,4.186377030618070871e-01,2.067291867398173757e-16,4.355324767838847366e-01,8.979935430571602813e-18
2.600000000000000000e+01,1.000000000000000000e+01,5.030443071853637482e-01,4.854124771641146522e-24,5.020260735642123606e-01,6.184836200902421880e-24
2.900000000000000000e+01,1.000000000000000000e+01,4.427931415240980439e-01,2.208367045195206035e-18,4.662190096007645113e-01,1.888801696834311985e-20
2.900000000000000000e+01,1.000000000000000000e+01,4.573014367012142589e-01,1.208384046800349869e-19,4.563764151542681335e-01,1.460392285895211494e-19
2.900000000000000000e+01,1.000000000000000000e+01,4.181451358007638452e-01,2.259326191789093706e-16,4.346631152182978686e-01,1.059843499321796600e-17
2.900000000000000000e+01,1.000000000000000000e+01,4.023866664482219635e-01,3.591166303225489945e-15,4.078550146079696903e-01,1.398138439026648156e-15
2.900000000000000000e+01,1.000000000000000000e+01,4.415909827670848053e-01,2.792216307185915443e-18,4.492536200333261953e-01,6.160338122931469334e-19
3.200000000000000000e+01,1.000000000000000000e+01,4.298651265239928909e-01,2.622597567895421892e-17,4.440152242268491922e-01,1.738161480416654409e-18
3.200000000000000000e+01,1.000000000000000000e+01,4.439215038567898564e-01,1.770431710284597947e-18,4.555586587113060748e-01,1.725784960586273652e-19
3.200000000000000000e+01,1.000000000000000000e+01,4.475502145403330023e-01,8.648601160193045371e-19,4.577631895907392501e-01,1.099123321262114600e-19
3.200000000000000000e+01,1.000000000000000000e+01,4.685819226570432372e-01,1.144532414955237488e-20,4.695301004199025074e-01,9.350867122668289852e-21
3.200000000000000000e+01,1.000000000000000000e+01,4.107982311539090103e-01,8.354412035616501930e-16,4.317615922007512208e-01,1.836311617705757650e-17
3.500000000000000000e+01,1.000000000000000000e+01,4.603993860408859828e-01,6.380694375187770631e-20,4.678570162018864109e-01,1.335215168490164865e-20
3.500000000000000000e+01,1.000000000000000000e+01,4.389708686850799513e-01,4.640845570952612812e-18,4.534774276271421045e-01,2.634324131149263957e-19
3.500000000000000000e+01,1.000000000000000000e+01,4.914425817114629891e-01,7.317098048857547223e-23,4.975574092653808345e-01,1.773958803411398654e-23
